failed_logins,successful_logins,priv_escalations,file_access_events,kernel_alerts,auth_ratio,unique_ips,failed_per_ip,users_count,privileged_user_targeted,multiple_failed_users_flag,priv_after_failure_flag,svc_sshd,svc_sudo,svc_kernel,hour,day_of_week,is_night,is_weekend,sensitive_file_access,suspicious_command_flag,weird_behavior_flag,failed_to_success_sequence,ip_entropy,label
0,1,1,0,0,0.0,3,0.0,1,0,0,0,1,0,0,14,1,0,0,0,1,1,0,3.0,NORMAL
1,2,0,1,0,0.3333333333333333,2,0.5,2,0,1,0,1,0,0,19,2,0,0,0,0,0,1,1.0,NORMAL
2,1,2,5,0,0.6666666666666666,2,1.0,1,1,0,1,1,1,0,23,2,1,0,1,0,1,1,0.6667,ATTACK
0,2,0,1,0,0.0,3,0.0,1,1,0,0,1,0,0,9,3,0,0,0,0,0,0,3.0,NORMAL
2,2,1,1,0,0.5,1,2.0,2,0,1,1,1,1,0,13,0,0,0,0,0,0,1,0.3333,NORMAL
34,1,0,5,0,0.9714285714285714,27,1.2592592592592593,5,1,1,0,1,0,0,21,3,0,0,1,1,1,1,0.7714,ATTACK
0,2,0,0,0,0.0,3,0.0,1,0,0,0,1,0,0,17,3,0,1,0,0,0,0,3.0,NORMAL
2,2,0,0,0,0.5,3,0.6666666666666666,2,0,1,0,1,0,0,11,3,0,1,0,1,0,1,1.0,NORMAL
4,1,0,1,0,0.8,3,1.3333333333333333,2,0,1,0,1,1,0,15,2,0,0,0,0,0,1,0.6,NORMAL
37,1,0,3,0,0.9736842105263158,2,18.5,1,1,0,0,1,0,0,7,4,0,0,1,1,1,1,0.0526,ATTACK
1,1,0,2,0,0.5,3,0.3333333333333333,2,0,1,0,1,0,0,14,3,0,0,1,0,0,1,1.5,NORMAL
0,3,0,0,0,0.0,1,0.0,1,0,0,0,1,0,0,18,1,0,0,0,0,1,0,1.0,NORMAL
1,2,0,1,0,0.3333333333333333,1,1.0,1,1,0,0,1,0,0,9,3,0,0,0,0,1,1,0.5,NORMAL
0,1,0,2,0,0.0,3,0.0,2,0,1,0,1,0,0,15,0,0,0,0,0,0,0,3.0,NORMAL
36,0,0,4,1,1.0,24,1.5,6,1,1,0,1,0,0,11,2,0,1,1,1,1,0,0.6486,ATTACK
5,1,0,2,0,0.8333333333333334,3,1.6666666666666667,1,0,0,0,1,0,0,16,1,0,0,0,0,0,1,0.5,NORMAL
28,0,0,3,0,1.0,1,28.0,1,1,0,0,1,0,0,13,6,0,0,1,1,1,0,0.0345,ATTACK
2,2,2,3,0,0.5,2,1.0,1,1,0,1,1,1,0,11,0,0,1,1,1,0,1,0.6667,ATTACK
0,1,0,1,0,0.0,3,0.0,1,0,0,0,1,0,0,16,3,0,0,0,0,1,0,3.0,NORMAL
2,2,0,2,0,0.5,3,0.6666666666666666,1,0,0,0,1,1,0,19,3,0,1,0,0,0,1,1.0,NORMAL
2,1,0,1,0,0.6666666666666666,2,1.0,2,0,1,0,1,0,0,12,1,0,0,0,0,0,1,0.6667,NORMAL
0,2,0,1,0,0.0,3,0.0,2,0,1,0,1,0,0,23,3,1,0,0,1,1,0,3.0,NORMAL
34,0,0,3,0,1.0,36,0.9444444444444444,10,1,1,0,1,0,0,3,5,1,0,1,1,1,0,1.0286,ATTACK
1,3,0,0,0,0.25,2,0.5,1,0,0,0,1,0,0,2,0,1,0,0,0,0,1,1.0,NORMAL
36,0,0,5,0,1.0,29,1.2413793103448276,17,0,1,0,1,0,0,3,1,1,0,1,0,1,0,0.7838,ATTACK
3,2,1,5,1,0.6,1,3.0,1,0,0,1,1,1,0,10,0,0,1,0,1,0,1,0.25,ATTACK
1,3,0,1,0,0.25,3,0.3333333333333333,2,0,1,0,1,0,0,10,1,0,0,0,0,1,1,1.5,NORMAL
2,2,2,5,0,0.5,2,1.0,1,1,0,1,1,1,0,15,1,0,0,1,1,0,1,0.6667,ATTACK
36,0,0,3,0,1.0,29,1.2413793103448276,14,1,1,0,1,0,0,8,4,0,0,0,1,1,0,0.7838,ATTACK
26,0,0,4,0,1.0,22,1.1818181818181819,12,1,1,0,1,0,0,19,5,0,0,1,1,1,0,0.8148,ATTACK
4,2,0,2,0,0.6666666666666666,5,0.8,1,0,0,0,1,1,0,3,0,1,0,0,0,0,1,1.0,NORMAL
0,1,0,1,0,0.0,3,0.0,1,0,0,0,1,1,0,15,1,0,0,0,1,0,0,3.0,NORMAL
2,3,0,0,0,0.4,1,2.0,2,0,1,0,1,0,0,6,0,0,0,0,1,0,1,0.3333,NORMAL
0,2,0,1,0,0.0,3,0.0,1,0,0,0,1,0,0,16,2,0,0,0,1,1,0,3.0,NORMAL
4,3,0,1,0,0.5714285714285714,4,1.0,1,0,0,0,1,1,0,18,2,0,0,0,0,0,1,0.8,NORMAL
0,2,1,0,0,0.0,3,0.0,2,0,1,0,1,0,0,14,2,0,0,0,0,0,0,3.0,NORMAL
3,2,1,0,0,0.6,4,0.75,1,0,0,1,1,0,0,12,4,0,0,0,0,0,1,1.0,NORMAL
0,2,0,2,0,0.0,1,0.0,1,0,0,0,1,0,0,14,3,0,0,0,0,0,0,1.0,NORMAL
2,2,0,2,0,0.5,2,1.0,2,0,1,0,1,0,0,15,1,0,0,1,0,0,1,0.6667,NORMAL
0,1,0,1,0,0.0,3,0.0,2,0,1,0,1,0,0,15,2,0,0,0,0,0,0,3.0,NORMAL
0,2,0,0,0,0.0,2,0.0,1,0,0,0,1,1,0,8,1,0,0,0,0,0,0,2.0,NORMAL
0,1,0,0,0,0.0,2,0.0,1,0,0,0,1,0,0,8,4,0,0,0,0,0,0,2.0,NORMAL
0,1,0,2,0,0.0,2,0.0,1,0,0,0,1,0,0,15,1,0,0,0,0,0,0,2.0,NORMAL
1,1,0,1,0,0.5,3,0.3333333333333333,1,1,0,0,1,0,0,14,1,0,0,1,0,1,1,1.5,NORMAL
0,2,1,1,0,0.0,3,0.0,2,0,1,0,1,0,0,13,0,0,0,0,0,0,0,3.0,NORMAL
1,2,0,0,0,0.3333333333333333,2,0.5,2,0,1,0,1,1,0,19,2,0,0,0,0,0,1,1.0,NORMAL
1,3,0,2,0,0.25,1,1.0,1,0,0,0,1,0,0,19,1,0,0,0,0,0,1,0.5,NORMAL
1,3,1,1,0,0.25,1,1.0,2,0,1,1,1,0,0,12,4,0,0,0,0,1,1,0.5,NORMAL
1,3,0,1,0,0.25,3,0.3333333333333333,2,0,1,0,1,0,0,12,3,0,0,0,0,0,1,1.5,NORMAL
1,3,0,2,0,0.25,2,0.5,2,1,1,0,1,0,0,8,3,0,0,1,0,0,1,1.0,NORMAL
0,1,0,2,0,0.0,1,0.0,2,0,1,0,1,0,0,17,0,0,0,0,0,0,0,1.0,NORMAL
1,2,0,2,0,0.3333333333333333,3,0.3333333333333333,2,0,1,0,1,0,0,6,4,0,0,0,0,0,1,1.5,NORMAL
1,1,0,1,0,0.5,2,0.5,1,0,0,0,1,0,0,16,3,0,0,1,0,0,1,1.0,NORMAL
1,1,0,1,0,0.5,1,1.0,1,0,0,0,1,0,0,13,4,0,0,0,0,0,1,0.5,NORMAL
2,3,0,1,0,0.4,1,2.0,1,0,0,0,1,1,0,17,3,0,0,0,0,0,1,0.3333,NORMAL
55,1,0,5,0,0.9821428571428571,1,55.0,2,0,1,0,1,0,0,16,1,0,0,1,1,1,1,0.0179,ATTACK
1,1,0,2,0,0.5,3,0.3333333333333333,2,0,1,0,1,0,0,14,1,0,0,0,0,0,1,1.5,NORMAL
24,0,0,2,1,1.0,2,12.0,2,1,1,0,1,0,0,14,4,0,0,1,0,1,0,0.08,ATTACK
27,1,0,5,1,0.9642857142857143,15,1.8,17,0,1,0,1,0,0,8,5,0,0,1,1,1,1,0.5357,ATTACK
6,3,0,0,0,0.6666666666666666,4,1.5,2,1,1,0,1,1,0,19,2,0,0,1,0,1,1,0.5714,NORMAL
13,0,0,3,0,1.0,33,0.3939393939393939,10,0,1,0,1,0,0,3,3,1,1,1,1,1,0,2.3571,ATTACK
4,1,0,1,0,0.8,4,1.0,1,0,0,0,1,0,0,21,4,0,0,0,0,0,1,0.8,NORMAL
1,1,0,1,0,0.5,1,1.0,2,0,1,0,1,0,0,12,3,0,0,0,1,0,1,0.5,NORMAL
0,1,0,0,0,0.0,1,0.0,2,0,1,0,1,1,0,17,1,0,0,0,0,0,0,1.0,NORMAL
5,1,0,2,0,0.8333333333333334,3,1.6666666666666667,1,0,0,0,1,0,0,14,1,0,0,0,0,0,1,0.5,NORMAL
0,1,0,2,0,0.0,1,0.0,2,0,1,0,1,0,0,17,1,0,0,1,0,0,0,1.0,NORMAL
2,2,1,4,0,0.5,1,2.0,1,1,0,1,1,1,0,12,6,0,0,1,1,0,1,0.3333,ATTACK
1,2,1,0,0,0.3333333333333333,1,1.0,2,0,1,1,1,0,0,6,2,0,0,0,0,1,1,0.5,NORMAL
0,1,0,0,0,0.0,2,0.0,2,0,1,0,1,0,0,3,0,1,0,0,0,0,0,2.0,NORMAL
64,0,0,4,1,1.0,2,32.0,2,1,1,0,1,0,0,11,1,0,0,1,1,1,0,0.0308,ATTACK
35,1,0,2,1,0.9722222222222222,28,1.25,8,0,1,0,1,0,0,12,0,0,0,0,1,1,1,0.7778,ATTACK
1,2,0,1,0,0.3333333333333333,3,0.3333333333333333,2,0,1,0,1,0,0,9,1,0,0,0,0,0,1,1.5,NORMAL
10,1,0,5,0,0.9090909090909091,28,0.35714285714285715,19,1,1,0,1,0,0,11,4,0,0,0,0,0,1,2.5455,ATTACK
0,2,1,2,0,0.0,1,0.0,2,0,1,0,1,0,0,5,3,1,0,0,0,1,0,1.0,NORMAL
1,1,0,1,0,0.5,1,1.0,2,0,1,0,1,0,0,8,2,0,0,0,0,0,1,0.5,NORMAL
1,1,0,0,0,0.5,1,1.0,1,0,0,0,1,1,0,16,2,0,0,0,0,0,1,0.5,NORMAL
2,2,2,5,0,0.5,1,2.0,1,0,0,1,1,1,0,6,5,0,0,1,1,0,1,0.3333,ATTACK
0,2,0,1,0,0.0,3,0.0,2,0,1,0,1,1,0,18,3,0,0,0,0,1,0,3.0,NORMAL
2,1,1,2,0,0.6666666666666666,3,0.6666666666666666,1,0,0,1,1,0,0,11,1,0,0,0,0,0,1,1.0,NORMAL
0,1,0,2,0,0.0,1,0.0,1,0,0,0,1,1,0,9,0,0,0,0,1,0,0,1.0,NORMAL
19,0,0,4,0,1.0,37,0.5135135135135135,15,0,1,0,1,0,0,1,5,1,0,0,0,1,0,1.85,ATTACK
2,2,1,4,0,0.5,2,1.0,1,0,0,1,1,1,0,3,1,1,0,0,0,1,1,0.6667,ATTACK
38,0,0,2,0,1.0,18,2.111111111111111,8,1,1,0,1,0,0,22,0,1,0,0,0,1,0,0.4615,ATTACK
1,3,0,1,0,0.25,3,0.3333333333333333,1,0,0,0,1,0,0,7,1,0,0,0,0,0,1,1.5,NORMAL
3,2,1,3,0,0.6,1,3.0,1,1,0,1,1,1,0,14,3,0,0,0,0,0,1,0.25,ATTACK
20,0,0,5,0,1.0,2,10.0,2,1,1,0,1,0,0,14,6,0,0,1,0,1,0,0.0952,ATTACK
1,3,0,1,0,0.25,1,1.0,1,0,0,0,1,0,0,19,1,0,0,0,0,0,1,0.5,NORMAL
2,1,1,2,0,0.6666666666666666,3,0.6666666666666666,1,0,0,1,1,0,0,21,4,0,0,0,0,0,1,1.0,NORMAL
2,1,0,1,0,0.6666666666666666,3,0.6666666666666666,2,0,1,0,1,0,0,14,0,0,0,0,0,0,1,1.0,NORMAL
2,2,0,0,0,0.5,4,0.5,1,0,0,0,1,0,0,7,4,0,0,0,0,0,1,1.3333,NORMAL
0,2,2,3,0,0.0,2,0.0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,2.0,ATTACK
1,3,0,1,0,0.25,1,1.0,1,0,0,0,1,0,0,10,2,0,0,0,0,0,1,0.5,NORMAL
20,1,0,2,0,0.9523809523809523,2,10.0,2,1,1,0,1,0,0,2,2,1,0,1,0,1,1,0.0952,ATTACK
0,1,1,1,0,0.0,2,0.0,1,0,0,0,1,0,0,8,3,0,0,0,0,0,0,2.0,NORMAL
32,1,0,4,1,0.9696969696969697,16,2.0,11,1,1,0,1,0,0,5,1,1,0,1,1,1,1,0.4848,ATTACK
2,2,0,1,0,0.5,3,0.6666666666666666,1,0,0,0,1,0,0,14,1,0,0,0,1,0,1,1.0,NORMAL
2,3,0,1,0,0.4,2,1.0,2,0,1,0,1,0,0,11,1,0,0,0,1,0,1,0.6667,NORMAL
0,1,0,2,0,0.0,2,0.0,2,0,1,0,1,0,0,8,3,0,0,0,0,0,0,2.0,NORMAL
2,1,0,1,0,0.6666666666666666,1,2.0,1,0,0,0,1,0,0,21,0,0,0,0,0,1,1,0.3333,NORMAL
1,3,1,0,0,0.25,3,0.3333333333333333,2,0,1,1,1,0,0,16,0,0,0,0,0,1,1,1.5,NORMAL
1,3,0,0,0,0.25,2,0.5,2,0,1,0,1,0,0,15,3,0,0,0,0,0,1,1.0,NORMAL
0,3,0,2,0,0.0,2,0.0,2,0,1,0,1,0,0,17,3,0,0,0,0,0,0,2.0,NORMAL
2,3,0,2,0,0.4,1,2.0,1,0,0,0,1,0,0,17,4,0,0,0,0,0,1,0.3333,NORMAL
0,2,0,1,0,0.0,3,0.0,1,0,0,0,1,0,0,8,4,0,0,1,0,0,0,3.0,NORMAL
0,1,0,2,0,0.0,3,0.0,1,0,0,0,1,1,0,10,0,0,0,0,0,0,0,3.0,NORMAL
56,0,0,2,0,1.0,2,28.0,1,1,0,0,1,0,0,12,6,0,0,1,1,1,0,0.0351,ATTACK
0,1,0,0,0,0.0,1,0.0,1,0,0,0,1,0,0,19,2,0,1,0,0,0,0,1.0,NORMAL
2,2,0,1,0,0.5,2,1.0,2,0,1,0,1,0,0,9,0,0,0,0,0,0,1,0.6667,NORMAL
1,3,0,0,0,0.25,2,0.5,2,0,1,0,1,1,0,17,3,0,1,0,0,0,1,1.0,NORMAL
2,2,0,0,0,0.5,3,0.6666666666666666,1,0,0,0,1,0,0,11,2,0,0,0,0,1,1,1.0,NORMAL
20,0,0,3,0,1.0,13,1.5384615384615385,13,0,1,0,1,0,0,11,0,0,1,0,1,1,0,0.619,ATTACK
3,2,1,5,0,0.6,1,3.0,1,1,0,1,1,1,0,9,3,0,0,1,1,1,1,0.25,ATTACK
2,1,0,1,0,0.6666666666666666,1,2.0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0.3333,NORMAL
2,3,0,0,0,0.4,3,0.6666666666666666,1,1,0,0,1,0,0,9,3,0,0,1,1,0,1,1.0,NORMAL
22,1,0,3,0,0.9565217391304348,18,1.2222222222222223,9,1,1,0,1,0,0,18,1,0,0,0,1,1,1,0.7826,ATTACK
4,1,0,1,0,0.8,4,1.0,1,0,0,0,1,0,0,17,3,0,0,0,0,0,1,0.8,NORMAL
2,3,0,1,0,0.4,3,0.6666666666666666,2,0,1,0,1,1,0,12,4,0,0,0,1,0,1,1.0,NORMAL
2,3,0,2,0,0.4,3,0.6666666666666666,2,0,1,0,1,0,0,14,2,0,0,0,0,0,1,1.0,NORMAL
1,1,0,1,0,0.5,1,1.0,2,0,1,0,1,0,0,9,0,0,0,0,0,1,1,0.5,NORMAL
2,1,0,2,0,0.6666666666666666,3,0.6666666666666666,1,0,0,0,1,0,0,12,3,0,0,0,0,0,1,1.0,NORMAL
2,3,0,0,0,0.4,2,1.0,2,0,1,0,1,0,0,15,1,0,0,0,1,0,1,0.6667,NORMAL
2,3,0,2,0,0.4,2,1.0,1,0,0,0,1,0,0,16,4,0,0,0,0,0,1,0.6667,NORMAL
1,3,0,1,0,0.25,1,1.0,2,0,1,0,1,1,0,1,3,1,0,0,0,0,1,0.5,NORMAL
5,3,0,1,0,0.625,4,1.25,2,0,1,0,1,0,0,7,0,0,0,0,0,0,1,0.6667,NORMAL
2,3,0,1,0,0.4,3,0.6666666666666666,2,0,1,0,1,0,0,16,2,0,0,0,0,1,1,1.0,NORMAL
1,2,1,1,0,0.3333333333333333,2,0.5,2,0,1,1,1,0,0,17,1,0,0,0,0,0,1,1.0,NORMAL
0,2,1,2,0,0.0,1,0.0,1,0,0,0,1,1,0,19,2,0,0,1,1,0,0,1.0,ATTACK
1,3,0,0,0,0.25,1,1.0,2,0,1,0,1,0,0,10,1,0,0,0,0,0,1,0.5,NORMAL
3,1,0,1,0,0.75,5,0.6,1,0,0,0,1,0,0,9,0,0,0,0,0,1,1,1.25,NORMAL
6,3,0,2,0,0.6666666666666666,5,1.2,2,0,1,0,1,1,0,16,1,0,0,0,0,0,1,0.7143,NORMAL
2,3,0,0,0,0.4,1,2.0,1,0,0,0,1,0,0,22,1,1,0,1,0,0,1,0.3333,NORMAL
2,3,0,0,0,0.4,2,1.0,1,0,0,0,1,0,0,16,1,0,0,0,0,1,1,0.6667,NORMAL
2,2,0,1,0,0.5,3,0.6666666666666666,1,0,0,0,1,0,0,15,4,0,1,1,0,1,1,1.0,NORMAL
2,3,0,1,0,0.4,1,2.0,2,0,1,0,1,0,0,15,2,0,0,1,0,0,1,0.3333,NORMAL
1,3,0,2,0,0.25,2,0.5,1,0,0,0,1,1,0,20,1,0,0,0,0,1,1,1.0,NORMAL
0,2,0,1,0,0.0,3,0.0,1,0,0,0,1,0,0,11,3,0,0,0,1,0,0,3.0,NORMAL
2,1,0,0,0,0.6666666666666666,1,2.0,1,0,0,0,1,0,0,8,3,0,0,0,0,0,1,0.3333,NORMAL
1,3,0,0,0,0.25,3,0.3333333333333333,2,0,1,0,1,0,0,9,2,0,0,0,0,0,1,1.5,NORMAL
0,1,0,1,0,0.0,3,0.0,1,0,0,0,1,0,0,6,0,0,0,1,0,0,0,3.0,NORMAL
1,3,0,0,0,0.25,2,0.5,2,0,1,0,1,0,0,21,3,0,0,0,0,0,1,1.0,NORMAL
34,1,0,5,1,0.9714285714285714,16,2.125,18,1,1,0,1,0,0,23,0,1,0,0,1,1,1,0.4571,ATTACK
2,2,0,1,0,0.5,2,1.0,2,0,1,0,1,1,0,18,3,0,0,0,0,0,1,0.6667,NORMAL
48,1,0,5,0,0.9795918367346939,2,24.0,2,1,1,0,1,0,0,4,5,1,1,1,1,1,1,0.0408,ATTACK
1,3,0,2,0,0.25,3,0.3333333333333333,2,0,1,0,1,0,0,14,2,0,0,0,0,0,1,1.5,NORMAL
2,3,0,1,0,0.4,2,1.0,2,0,1,0,1,0,0,13,2,0,0,0,0,0,1,0.6667,NORMAL
2,3,1,2,0,0.4,2,1.0,2,0,1,1,1,1,0,7,1,0,0,0,0,1,1,0.6667,NORMAL
0,1,1,1,0,0.0,1,0.0,2,0,1,0,1,0,0,10,3,0,0,0,0,0,0,1.0,NORMAL
2,2,0,2,0,0.5,2,1.0,1,0,0,0,1,0,0,7,1,0,0,0,1,0,1,0.6667,NORMAL
1,3,0,1,0,0.25,1,1.0,2,0,1,0,1,0,0,5,4,1,0,0,1,0,1,0.5,NORMAL
33,1,0,2,0,0.9705882352941176,2,16.5,1,1,0,0,1,0,0,1,6,1,1,0,0,1,1,0.0588,ATTACK
0,2,0,0,0,0.0,3,0.0,1,0,0,0,1,1,0,10,0,0,0,0,0,0,0,3.0,NORMAL
1,1,1,3,0,0.5,2,0.5,1,1,0,1,1,1,0,20,5,0,0,1,0,0,1,1.0,ATTACK
2,1,0,2,0,0.6666666666666666,3,0.6666666666666666,2,0,1,0,1,0,0,13,1,0,0,0,0,1,1,1.0,NORMAL
63,1,0,3,0,0.984375,1,63.0,2,0,1,0,1,0,0,11,2,0,0,0,1,1,1,0.0156,ATTACK
1,3,0,1,0,0.25,1,1.0,1,1,0,0,1,0,0,7,0,0,0,0,0,0,1,0.5,NORMAL
2,1,2,3,0,0.6666666666666666,2,1.0,1,1,0,1,1,1,0,9,6,0,0,0,0,0,1,0.6667,ATTACK
68,1,0,3,0,0.9855072463768116,1,68.0,2,1,1,0,1,0,0,22,0,1,0,1,1,1,1,0.0145,ATTACK
1,1,0,1,0,0.5,1,1.0,1,0,0,0,1,0,0,12,3,0,0,1,1,0,1,0.5,NORMAL
0,3,0,1,0,0.0,1,0.0,2,0,1,0,1,0,0,12,4,0,0,0,0,0,0,1.0,NORMAL
1,2,0,1,0,0.3333333333333333,3,0.3333333333333333,2,0,1,0,1,0,0,5,3,1,0,0,0,1,1,1.5,NORMAL
30,1,0,5,1,0.967741935483871,21,1.4285714285714286,7,0,1,0,1,0,0,15,4,0,0,1,1,1,1,0.6774,ATTACK
2,1,0,1,0,0.6666666666666666,3,0.6666666666666666,1,0,0,0,1,0,0,14,0,0,0,1,0,0,1,1.0,NORMAL
1,1,0,2,0,0.5,2,0.5,1,0,0,0,1,0,0,20,4,0,0,0,0,0,1,1.0,NORMAL
2,1,0,0,0,0.6666666666666666,2,1.0,1,0,0,0,1,0,0,11,3,0,0,0,0,0,1,0.6667,NORMAL
0,3,1,2,0,0.0,1,0.0,2,0,1,0,1,1,0,16,1,0,0,0,0,0,0,1.0,NORMAL
1,3,0,1,0,0.25,2,0.5,1,0,0,0,1,0,0,9,3,0,0,0,0,0,1,1.0,NORMAL
47,0,0,3,0,1.0,2,23.5,2,0,1,0,1,0,0,6,3,0,0,0,0,1,0,0.0417,ATTACK
2,1,0,0,0,0.6666666666666666,2,1.0,1,0,0,0,1,1,0,8,3,0,0,0,0,0,1,0.6667,NORMAL
0,1,0,1,0,0.0,2,0.0,2,0,1,0,1,1,0,8,4,0,1,0,1,0,0,2.0,NORMAL
1,1,1,0,0,0.5,3,0.3333333333333333,1,0,0,1,1,0,0,18,4,0,0,0,0,0,1,1.5,NORMAL
2,1,2,4,0,0.6666666666666666,1,2.0,1,1,0,1,1,1,0,22,3,1,0,1,1,1,1,0.3333,ATTACK
2,3,0,1,0,0.4,3,0.6666666666666666,1,0,0,0,1,0,0,18,1,0,0,0,0,0,1,1.0,NORMAL
2,3,1,2,0,0.4,2,1.0,1,0,0,1,1,0,0,10,0,0,1,0,1,0,1,0.6667,NORMAL
42,0,0,4,0,1.0,1,42.0,1,0,0,0,1,0,0,20,2,0,0,0,0,1,0,0.0233,ATTACK
3,3,1,1,0,0.5,4,0.75,1,0,0,1,1,1,0,10,3,0,0,1,0,0,1,1.0,NORMAL
2,1,0,0,0,0.6666666666666666,3,0.6666666666666666,1,0,0,0,1,0,0,8,1,0,0,1,0,0,1,1.0,NORMAL
0,3,0,0,0,0.0,3,0.0,1,0,0,0,1,0,0,22,2,1,0,0,0,0,0,3.0,NORMAL
1,1,0,1,0,0.5,1,1.0,1,0,0,0,1,0,0,17,1,0,0,0,0,0,1,0.5,NORMAL
50,1,0,3,0,0.9803921568627451,1,50.0,2,1,1,0,1,0,0,9,1,0,0,1,1,1,1,0.0196,ATTACK
1,2,0,0,0,0.3333333333333333,3,0.3333333333333333,1,0,0,0,1,0,0,12,4,0,0,1,1,0,1,1.5,NORMAL
1,1,0,1,0,0.5,1,1.0,2,0,1,0,1,0,0,8,0,0,0,0,0,0,1,0.5,NORMAL
2,1,0,0,0,0.6666666666666666,2,1.0,1,0,0,0,1,0,0,9,4,0,0,1,0,0,1,0.6667,NORMAL
1,2,0,0,0,0.3333333333333333,1,1.0,1,0,0,0,1,1,0,10,0,0,0,1,0,0,1,0.5,NORMAL
0,1,0,2,0,0.0,1,0.0,2,0,1,0,1,0,0,8,0,0,0,1,0,0,0,1.0,NORMAL
28,0,0,3,1,1.0,19,1.4736842105263157,12,0,1,0,1,0,0,21,6,0,0,0,0,1,0,0.6552,ATTACK
0,2,0,1,0,0.0,3,0.0,1,0,0,0,1,1,0,15,4,0,0,0,0,1,0,3.0,NORMAL
1,2,0,1,0,0.3333333333333333,1,1.0,2,0,1,0,1,0,0,11,0,0,1,0,0,1,1,0.5,NORMAL
0,1,0,1,0,0.0,2,0.0,1,1,0,0,1,0,0,19,1,0,0,0,0,0,0,2.0,NORMAL
17,0,0,5,0,1.0,23,0.7391304347826086,19,1,1,0,1,0,0,3,6,1,0,1,1,1,0,1.2778,ATTACK
2,3,0,2,0,0.4,1,2.0,2,0,1,0,1,0,0,8,3,0,0,1,1,0,1,0.3333,NORMAL
2,1,0,0,0,0.6666666666666666,3,0.6666666666666666,1,0,0,0,1,0,0,18,3,0,0,1,0,1,1,1.0,NORMAL
2,3,0,2,0,0.4,3,0.6666666666666666,2,0,1,0,1,0,0,9,1,0,0,0,0,0,1,1.0,NORMAL
1,3,0,1,0,0.25,3,0.3333333333333333,2,0,1,0,1,0,0,13,4,0,0,0,0,1,1,1.5,NORMAL
5,3,0,0,0,0.625,3,1.6666666666666667,2,0,1,0,1,0,0,9,1,0,0,0,0,0,1,0.5,NORMAL
0,1,1,5,0,0.0,1,0.0,1,1,0,0,1,1,0,11,3,0,1,1,1,0,0,1.0,ATTACK
0,2,0,1,0,0.0,3,0.0,2,0,1,0,1,0,0,11,1,0,0,0,0,0,0,3.0,NORMAL
22,1,0,5,1,0.9565217391304348,1,22.0,1,1,0,0,1,0,0,18,6,0,0,0,0,1,1,0.0435,ATTACK
1,1,0,2,0,0.5,2,0.5,2,0,1,0,1,0,0,16,4,0,0,0,0,0,1,1.0,NORMAL
77,1,0,2,0,0.9871794871794872,2,38.5,2,1,1,0,1,0,0,19,6,0,0,1,1,1,1,0.0256,ATTACK
1,2,0,1,0,0.3333333333333333,1,1.0,1,0,0,0,1,1,0,18,1,0,0,1,0,0,1,0.5,NORMAL
2,1,2,2,0,0.6666666666666666,2,1.0,1,1,0,1,1,1,0,19,0,0,0,1,1,0,1,0.6667,ATTACK
0,1,1,1,0,0.0,2,0.0,1,0,0,0,1,0,0,3,1,1,0,0,0,1,0,2.0,NORMAL
0,1,0,2,0,0.0,2,0.0,2,0,1,0,1,0,0,15,4,0,0,0,0,0,0,2.0,NORMAL
1,2,0,0,0,0.3333333333333333,3,0.3333333333333333,2,0,1,0,1,1,0,15,2,0,0,0,1,0,1,1.5,NORMAL
0,1,2,5,0,0.0,1,0.0,1,1,0,0,1,1,0,10,2,0,0,0,1,0,0,1.0,ATTACK
30,1,0,3,0,0.967741935483871,38,0.7894736842105263,6,1,1,0,1,0,0,16,2,0,1,1,1,1,1,1.2258,ATTACK
1,3,0,0,0,0.25,2,0.5,1,0,0,0,1,0,0,8,3,0,1,0,0,0,1,1.0,NORMAL
51,1,0,5,0,0.9807692307692307,2,25.5,1,0,0,0,1,0,0,5,4,1,0,0,1,1,1,0.0385,ATTACK
2,3,0,0,0,0.4,2,1.0,2,0,1,0,1,0,0,18,4,0,0,0,0,1,1,0.6667,NORMAL
0,1,0,0,0,0.0,3,0.0,2,0,1,0,1,0,0,15,4,0,0,0,0,0,0,3.0,NORMAL
5,2,0,2,0,0.7142857142857143,3,1.6666666666666667,1,0,0,0,1,0,0,15,4,0,0,1,1,1,1,0.5,NORMAL
33,0,0,3,0,1.0,22,1.5,16,1,1,0,1,0,0,1,2,1,1,0,1,1,0,0.6471,ATTACK
2,3,1,1,0,0.4,1,2.0,1,1,0,1,1,0,0,17,4,0,0,1,1,0,1,0.3333,NORMAL
1,1,0,2,0,0.5,2,0.5,1,0,0,0,1,0,0,13,4,0,0,1,0,0,1,1.0,NORMAL
1,2,0,2,0,0.3333333333333333,3,0.3333333333333333,2,0,1,0,1,0,0,8,1,0,0,0,1,0,1,1.5,NORMAL
2,1,0,1,0,0.6666666666666666,3,0.6666666666666666,2,0,1,0,1,0,0,7,2,0,0,0,1,0,1,1.0,NORMAL
3,2,1,2,0,0.6,4,0.75,1,0,0,1,1,1,0,9,2,0,0,0,1,0,1,1.0,NORMAL
2,3,0,2,0,0.4,1,2.0,2,0,1,0,1,0,0,15,3,0,0,0,0,0,1,0.3333,NORMAL
2,1,0,0,0,0.6666666666666666,2,1.0,1,1,0,0,1,0,0,14,2,0,0,0,0,0,1,0.6667,NORMAL
